country,happiness_score
Central African Republic,2.69300007820129
Burundi,2.90499997138977
Tanzania,3.34899997711182
Syria,3.46199989318848
Rwanda,3.47099995613098
Togo,3.49499988555908
Guinea,3.50699996948242
Liberia,3.53299999237061
South Sudan,3.59100008010864
Yemen,3.59299993515015
